Checked	Tags	Confidence	Identifying.Node.Type	Identifying.Node	Search.ID	Identifying.Node.No	PSM.Ambiguity	Master.Protein.Accessions	Master.Protein.Descriptions	Delta.Cn	Rank	Search.Engine.Rank	Ions.Matched	Matched.Ions	Total.Ions	Quan.Info	Number.of.Protein.Groups	Contaminant	Protein.FDR.Confidence	.n	Control	M_1	M_2	M_3	G1_1	G1_2	G1_3	DS_1	DS_2	DS_3
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	E9PRG8	Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2	0	1	1	0/0	0	0	NA	1	False	High	5	6.14709310560253	6.06190987550282	5.73678504046671	6.09425831362165	6.24937650361566	6.20135191441337	6.31483729911489	6.27829772252724	6.02563040121471	6.31221437665564
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00115	Deoxyribonuclease-2-alpha OS=Homo sapiens OX=9606 GN=DNASE2 PE=1 SV=2	0	1	1	0/0	0	0	NA	1	False	High	1	5.24666503937625	5.14066918944452	5.09990882933421	5.19515898367804	4.68135364989416	4.69246609999655	4.76304577469795	5.06119375015827	4.9640094765884	4.66180746784437
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	10	6.12191386165913	6.18946887679331	6.39298984435288	6.35000945794911	5.97565981419337	5.88451611376485	5.92565086290231	5.86397398551919	5.81910830879726	5.75362164995599
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00139	Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	2	5.43570947707448	5.37697723619118	5.3813984040766	5.41456260434642	5.3975401127866	5.47962487854989	5.41347682059392	5.2547561666982	5.39910775530843	5.42598077206473
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00151	PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	0	1	1	0/0	0	0	NA	1	False	High	1	5.74120650211989	5.62261605875664	5.45628676597462	5.70156715696122	5.43649603967402	5.64962301552787	5.615969639235	5.10558564390395	5.2272957634337	4.97431762655355
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00154	Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	4	5.91651418327067	5.75200099948857	5.49347574599473	5.65957170309124	5.868923580284	5.92734491679744	5.79527064159511	5.88209886687962	5.96950479668889	5.93947861942642
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00159	Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4	0	1	1	0/0	0	0	NA	1	False	High	5	6.15774541637382	6.53294137464237	6.7954565447722	6.3552938302591	6.09232169249895	6.215642438863	6.30041240114446	6.26067891054864	6.05086862264037	6.25674530904687
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00161	Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	5	5.45730083999121	5.47841402835103	5.84979215290399	5.57820775309455	5.52559344835411	5.40341832841076	5.51618984541468	5.65457437945153	5.59357346203485	5.60111656747972
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00165	HCLS1-associated protein X-1 OS=Homo sapiens OX=9606 GN=HAX1 PE=1 SV=2	0	1	1	0/0	0	0	NA	1	False	High	2	5.46464898971943	5.82956319410926	5.78549742064048	5.88380261400393	5.79870600780545	5.79188608494964	5.81738784333568	5.54240039814581	5.88721332442865	5.65646541651275
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00170	AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	5	6.1859703495168	6.17985779347749	6.30035674325446	6.23050892237728	6.17963640064535	6.18352060081329	6.14507764601823	6.08894985814528	6.13964986491017	6.03660565227188
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00178	GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	1	6.19834088955272	6.52078492016716	6.37351816606901	6.27781821318555	6.23956842281058	6.42977012183304	6.25707793792694	6.43123531002943	6.46410724608242	6.44346868097569
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00186	Syntaxin-binding protein 3 OS=Homo sapiens OX=9606 GN=STXBP3 PE=1 SV=2	0	1	1	0/0	0	0	NA	1	False	High	1	6.04668262792614	6.33879253702621	6.44212310751733	6.1510098359331	5.85951560380569	5.97277938197937	5.85728586617555	5.9156219139413	6.12362267897166	5.84536320510189
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00192	Splicing regulator ARVCF OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	4	4.68979457171558	4.86621949461593	4.73090620691198	4.72410904574684	4.35387223673412	4.24352820616738	4.4481586199722	4.76102352907111	4.60520701242642	4.47910516358035
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00193	Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	13	5.8903197393011	5.61260494903923	5.81455538321078	5.74124247864902	5.79618179562883	5.79045868214818	5.73774520445792	5.75098661259885	5.93045096484321	5.64602517396389
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00217	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	4	6.46739516496686	6.42771590463098	6.58585420510972	6.57423183643806	6.30526431587854	6.17354028548909	6.33079471848024	6.28222404726827	6.37295180137215	6.26966335284751
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00221	NF-kappa-B inhibitor epsilon OS=Homo sapiens OX=9606 GN=NFKBIE PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	2	4.39158435064929	5.02535844146774	4.73869935134232	5.34119601410283	5.4774142065935	5.59513196339308	5.5906059102317	5.54976036518549	5.32485490585589	5.22893835368999
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00231	26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	15	6.67818593967868	6.4411844899673	6.50067050820829	6.39613768121501	6.50294087335821	6.49247709694549	6.53430941147083	6.49712607584133	6.33987787004243	6.51242949182908
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00232	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	5	6.44359287601445	6.20031564081933	6.46341534976851	6.20051125772582	6.32277354114512	6.26004014676738	6.28808926160567	6.29181706572685	6.2316504234082	6.20982344576542
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00233	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	5	5.91036086044267	5.74896413858072	5.3441717041155	5.86105659442389	6.02664567638576	5.9522725126774	5.94728826669569	6.06599802139276	6.09995053334495	6.06423292754975
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00244	Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	1	7.62144286799593	7.09570159712903	6.50756157494954	7.16559645531952	7.56256608642764	7.55618998983925	7.58519973134602	7.89963971124426	7.86433689601041	7.55069147707831
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00255	Menin OS=Homo sapiens OX=9606 GN=MEN1 PE=1 SV=4	0	1	1	0/0	0	0	NA	1	False	High	1	4.94227432812645	4.9446131982206	4.76269410344107	5.01837192266457	4.71223284838236	4.73434434806806	4.72007444568424	4.84053255771962	5.02779609765286	4.71357675252565
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00264	Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	10	5.87817770343715	5.96491912969798	5.8748478722995	5.85072560097967	5.83843251021858	5.85787660600362	5.87566057786356	5.81641191163031	5.63656393413586	5.81714492417499
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00267	Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	7	5.35522871169963	5.58791270716797	5.59334233144703	5.49244860691543	5.66565052502572	5.64236100926677	5.58657215924466	5.68607122298355	5.75053278643673	5.68178262860032
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00268	Transcription initiation factor TFIID subunit 4 OS=Homo sapiens OX=9606 GN=TAF4 PE=1 SV=2	0	1	1	0/0	0	0	NA	1	False	High	1	7.37682057256974	7.25653961248306	7.18616586409031	7.16119938366443	7.2189034170541	7.24151850270487	7.26645734574825	7.30162994296026	7.27035007124466	7.09141123911685
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00273	DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	8	5.45983655800833	5.15209959511142	5.12942782915322	5.18045804110778	5.46505296617364	5.46612523665911	5.45878000111294	5.5775846855467	5.58676272006542	5.5054773835397
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00291	Huntingtin-interacting protein 1 OS=Homo sapiens OX=9606 GN=HIP1 PE=1 SV=5	0	1	1	0/0	0	0	NA	1	False	High	2	6.26602438913429	6.28604219922754	6.34105988110188	6.2419631317613	6.16656743731918	6.18466947401828	6.10432226609051	5.91790849016985	6.19089599534678	6.0897296726928
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00299	Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	0	1	1	0/0	0	0	NA	1	False	High	15	5.94043683208089	5.68013016676673	5.82699791897655	5.72178165918272	6.10772216026746	6.02010618248618	6.03526787000888	6.0741889560365	5.83919142745501	6.12430292178437
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00303	Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	2	5.50239567844582	5.61708638928091	5.32491968205692	5.36226748392084	6.02786817742933	5.79758174984974	5.84826052901418	5.98816959575543	5.83973940446711	6.14625517903648
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00308	NEDD4-like E3 ubiquitin-protein ligase WWP2 OS=Homo sapiens OX=9606 GN=WWP2 PE=1 SV=2	0	1	1	0/0	0	0	NA	1	False	High	1	3.35464184739848	3.81249419062119	3.94996435861125	4.23144173171783	3.46130779788724	3.65830091714506	3.97408381804173	3.80462305799511	3.45462539688664	3.79288864911934
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00330	Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	3	5.14561097176007	5.44280471782488	5.1387487956404	5.47034381709752	5.01872233503447	5.14601009361764	5.00694249017736	5.0584596611028	5.32981691654896	5.14431537741331
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00391	Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	1	5.88179283589681	7.80631868916747	7.46664966829287	7.43617526544091	6.13761644085729	6.13479780971985	6.43948500541169	6.7407314806697	6.50954261605564	6.97216915497134
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00410	Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4	0	1	1	0/0	0	0	NA	1	False	High	17	6.23323718480575	6.30090429938412	6.18164996582585	6.15762115441687	6.30943555049698	6.48971765492821	6.36210227675595	6.37832837245043	6.2341628076063	6.30907650987725
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00411	DNA-directed RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=POLRMT PE=1 SV=2	0	1	1	0/0	0	0	NA	1	False	High	3	5.07341165198158	5.31279673732128	5.53755671617791	5.45437509082284	5.11885522622552	5.24482915060937	5.09853394822694	5.37147518080748	5.36581963940865	5.19984854114162
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00422	Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	6	6.66055801016736	6.41650454305606	6.63288933203082	6.68484526910226	6.64712769569569	6.64242904431076	6.69205537042872	6.76567780844135	6.74364251356717	6.53294128545051
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00429	Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2	0	1	1	0/0	0	0	NA	1	False	High	18	6.20747670331259	6.21031926232412	6.12173289856335	6.15894449925474	6.24163036523223	6.2756236094294	6.23750342249187	6.13456893306208	6.13971893662132	6.09805762273164
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00443	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2	0	1	1	0/0	0	0	NA	1	False	High	1	5.53238793783674	5.45009801382621	5.09238596811084	5.10719068495132	5.43649603967402	5.64962301552787	5.45683826243162	5.46669534445605	4.98711519450481	5.31294962659195
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00461	Golgi integral membrane protein 4 OS=Homo sapiens OX=9606 GN=GOLIM4 PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	6	5.53489116741623	5.77515087843798	5.78202564043754	5.86782482362765	5.48513541321075	5.50821644643273	5.58643824776623	5.72876964397833	5.68037494889016	5.7536786979453
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00468	Agrin OS=Homo sapiens OX=9606 GN=AGRN PE=1 SV=6	0	1	1	0/0	0	0	NA	1	False	High	4	4.6823521163533	5.26159754750003	5.44603747808975	5.50555254276426	4.88586769358998	4.92737967628003	4.94755003634776	4.93281696980221	5.02221403982627	4.84498886040482
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00469	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2 PE=1 SV=2	0	1	1	0/0	0	0	NA	1	False	High	5	6.58613364163487	6.68458322259962	6.83666676934007	6.71011412825102	6.31799646457765	6.35960130367995	6.23331794040453	6.25179785991042	6.48945398583592	6.29716444477383
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00479	High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens OX=9606 GN=HMGN4 PE=1 SV=3	0	1	1	0/0	0	0	NA	1	False	High	1	6.23039882541204	6.31653882840098	5.87730579238544	6.19880265283507	5.85032627715022	6.18793431911083	6.45909983778997	6.0572976412955	6.05743759482428	6.33776377774846
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00483	Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	3	5.9046032924816	5.94746304770105	5.69475670234657	5.65879678583073	6.31133949426003	6.34575101091962	6.29383605170487	6.4906636685133	6.55977643096459	6.4193580919835
False	NA	High	Sequest HT	Sequest HT (A2)	A	2	Unambiguous	O00487	26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1	0	1	1	0/0	0	0	NA	1	False	High	6	6.32783670796697	6.19186663399565	6.37493792888343	6.05660351827838	6.23818590707003	6.0987626779549	6.2822752320341	6.18331240624827	6.17248288894328	6.05984916926148
